,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
Hayloft_by_Mother_Mother,0.85951847,0.87547016,0.8850856,0.79001385,0.85942805,0.8571272,0.78960884,0.8975848,0.89688647,0.8518605,0.86919874,0.82799506,0.8872371,0.76684827,0.76015127,0.89109236,0.88522553,0.89684784,0.8504637,0.8669723,0.7992681,0.8524878,0.8305359,0.89593476,0.8918092,0.85583377,0.893009,0.8928752,0.8831176,0.83004063,0.85146636,0.8947011,0.8468127,0.8907279,0.7663906,0.8969733,0.8692025,0.8483039,0.8915878,0.8202017,0.8508379,0.87284946,0.80053496,0.8963758,0.86535066,0.892138,0.8872789,0.8964106,0.8377602,0.88007003,0.8907367,0.84645295,0.8512617,0.8976236,0.7728708,0.8890432,0.8747005,0.81626403,0.89201987,0.8739122,0.8402129,0.81573087,0.8580243,0.8956562,0.8517906,0.81256557,0.87503624,0.86758435,0.88843864,0.8691632,0.88148415,0.81162786,0.8711152,0.8251197,0.8919667,0.8888947,0.89198065,0.8019765,0.85674626,0.8691692,0.89203185,0.88848877,0.8852794,0.85600936,0.887781,0.8450885,0.8580586,0.8110612,0.83866537,0.88464946,0.78103185,0.89447093,0.8211674,0.7871314,0.7681701,0.8860151,0.8199426,0.84932226,0.8969482,0.8971268,0.8938623,0.86483294,0.81603384,0.8176065,0.8840355,0.8827167,0.8903982,0.8944639,0.8199726,0.85366225,0.8659385,0.7869045,0.89436924,0.77222604,0.7938939,0.88743675,0.86931604,0.8452965,0.7876948,0.88464946,0.8624207,0.897383,0.897027,0.8084022,0.99999917,0.87929416,0.8698168,0.8154918,0.82762563,0.7860353,0.86925006,0.89457226,0.8831046,0.8901786,0.8860524,0.7516954,0.8352723,0.8919423,0.8691512,0.8662313,0.8850014,0.89373213,0.84747607,0.8508532
Heart-Shaped_Hologram_by_Stephanie_Mabey,0.8620068,0.87675464,0.8725949,0.7898468,0.8631475,0.8567449,0.79674,0.8787476,0.87758297,0.8526956,0.86461484,0.83036804,0.8755329,0.7677061,0.7646078,0.8790495,0.8771764,0.8776982,0.8530017,0.8718074,0.8006013,0.8531569,0.8341432,0.8772062,0.87344015,0.8590898,0.8754757,0.8794788,0.8715116,0.8320787,0.8548053,0.8774531,0.84915626,0.8782354,0.76698303,0.87918687,0.8646167,0.8517909,0.8762464,0.8214522,0.85451394,0.87676656,0.80153507,0.88062173,0.8679856,0.87777627,0.87418896,0.8769777,0.8415748,0.8818564,0.88034946,0.84937006,0.8543822,0.8786892,0.7752135,0.870989,0.8775775,0.81945324,0.8770056,0.8772484,0.8413595,0.8118507,0.86282396,0.87588876,0.85401314,0.81205344,0.87679124,0.8712503,0.8720141,0.86457795,0.8796724,0.8136956,0.8742823,0.8286563,0.8783031,0.8760576,0.8766367,0.8032162,0.86042106,0.864583,0.8745712,0.8751401,0.8730858,0.85901666,0.8765911,0.84819275,0.8601647,0.8105279,0.8413702,0.8788773,0.7839805,0.87492555,0.8269875,0.78809476,0.7639415,0.87758976,0.8214799,0.85195655,0.87732947,0.8799305,0.8738244,0.8674317,0.8164291,0.8182729,0.8808596,0.8788535,0.87453645,0.8766932,0.82024145,0.85715264,0.869776,0.7887845,0.8753318,0.7722341,0.79379153,0.8809761,0.8739653,0.84695035,0.7858385,0.8814367,0.8630901,0.88339156,0.8810533,0.81119937,0.87929416,1.0000106,0.87442774,0.8184129,0.8286448,0.7857681,0.86466664,0.8756236,0.8750821,0.8781739,0.8799006,0.7519792,0.83734506,0.8783709,0.864565,0.8678398,0.8712404,0.87646437,0.85115904,0.8550386
Henrietta_by_The_Fratellis,0.8686194,0.87266695,0.86295044,0.8020685,0.86960924,0.8605906,0.8032335,0.87178516,0.86968935,0.861513,0.8568181,0.83843094,0.8669822,0.7768176,0.7756293,0.8666493,0.8676051,0.8685466,0.8598807,0.8741168,0.8091088,0.8624858,0.84166986,0.8690009,0.86524725,0.86543715,0.8691353,0.8669329,0.86120534,0.83902097,0.8625561,0.8673363,0.85641515,0.86546993,0.7774642,0.86993814,0.85682154,0.85868526,0.86523634,0.8308674,0.86246,0.8773631,0.8085075,0.8721593,0.87218934,0.8679666,0.8646849,0.8686453,0.8480495,0.8756913,0.871266,0.85637176,0.8604982,0.8693106,0.7862382,0.8598896,0.87777984,0.8262585,0.8678074,0.8726065,0.84956014,0.8185707,0.8694951,0.8669526,0.8621443,0.81960976,0.8695903,0.8786958,0.8619327,0.8567815,0.8721747,0.8225149,0.87372553,0.83757484,0.8659041,0.86408734,0.8682067,0.81186205,0.86863333,0.8567871,0.86549544,0.86344635,0.8643308,0.86676157,0.8622882,0.8561002,0.87040055,0.819734,0.848358,0.87146026,0.794104,0.8666177,0.8324256,0.79558897,0.771772,0.8693737,0.8254602,0.86245865,0.8678187,0.87123364,0.8642501,0.87246716,0.8260323,0.8268408,0.87261593,0.8699725,0.8642979,0.8687547,0.8290834,0.86253655,0.8739455,0.7963051,0.86603886,0.78124595,0.80402094,0.8739375,0.87239754,0.8559264,0.7949088,0.87560797,0.8682277,0.8753404,0.8748988,0.8209722,0.8698168,0.87442774,0.9999986,0.8264962,0.83988553,0.7947804,0.85687035,0.8639798,0.86456716,0.8655395,0.8719518,0.7607624,0.841434,0.8662214,0.8567693,0.8702991,0.8604441,0.86540246,0.85807824,0.86078894
Here_is_a_Heart_by_Jenny_Owen_Youngs,0.82030666,0.8143618,0.8081748,0.80682486,0.8223443,0.8244025,0.7972524,0.817015,0.81458175,0.8180137,0.8078947,0.8264819,0.8121058,0.7799675,0.7791908,0.8137828,0.81162965,0.81533104,0.8255149,0.81962,0.8119966,0.8296746,0.8283348,0.81514376,0.8093126,0.81665623,0.8146402,0.8126952,0.80626726,0.8239108,0.82328796,0.814491,0.8293979,0.81207573,0.7738238,0.81698406,0.80789596,0.8179308,0.8117684,0.8331036,0.8248142,0.82073015,0.81064403,0.81696755,0.8159807,0.8108456,0.8091959,0.8137874,0.8290681,0.82129574,0.8149402,0.82828045,0.81381357,0.81335634,0.7919368,0.8039137,0.8228865,0.82063484,0.8135711,0.8167667,0.8252826,0.8232547,0.81910783,0.81318665,0.8205343,0.80312335,0.81231034,0.8230067,0.80403835,0.80784786,0.8133507,0.8290286,0.817404,0.8164587,0.81160593,0.8093026,0.8144988,0.8172101,0.820187,0.807857,0.809379,0.8076029,0.80937934,0.8168437,0.80707085,0.82442254,0.8220669,0.8295657,0.8231505,0.81434816,0.8001412,0.8119873,0.83344567,0.79746234,0.77199984,0.81099445,0.82211703,0.8217555,0.81189704,0.8166716,0.80844176,0.818117,0.8312066,0.8313552,0.816481,0.8140827,0.8093458,0.81124437,0.82948077,0.821345,0.82865745,0.8019897,0.8100692,0.7778974,0.8053918,0.8169713,0.815053,0.82478946,0.79901695,0.8189311,0.82384455,0.8203567,0.82137346,0.8266144,0.8154918,0.8184129,0.8264962,1.000002,0.8313249,0.79870194,0.807957,0.8095809,0.8071643,0.81122184,0.8159733,0.76722723,0.82562554,0.8119055,0.8078356,0.8192919,0.8056278,0.8117306,0.8165305,0.81725264
Hey_Ho_by_Gin_Wigmore,0.8294563,0.8302068,0.8199907,0.8048216,0.8323195,0.8372697,0.80192316,0.8298686,0.8277398,0.82777727,0.82669127,0.8371125,0.82797414,0.7777388,0.77922225,0.8255433,0.8251905,0.8261537,0.8388779,0.8290088,0.8103413,0.84239274,0.8393962,0.82672995,0.8236263,0.8287066,0.8285382,0.82545775,0.8203827,0.8348073,0.8333726,0.82770646,0.8416032,0.82571375,0.77472025,0.82855546,0.8266932,0.82823753,0.8227494,0.83589995,0.8366653,0.83452106,0.81033933,0.8291935,0.828364,0.82588965,0.82148576,0.82530737,0.8400079,0.83317685,0.8272972,0.84135354,0.8253641,0.82552147,0.7893389,0.8171046,0.8362014,0.8183412,0.82743084,0.82595086,0.8357669,0.8242513,0.8329136,0.82402337,0.8314504,0.8155277,0.82340044,0.83556634,0.81588686,0.8266483,0.8264952,0.8272053,0.82882774,0.82682294,0.82545274,0.8218678,0.8274368,0.8174747,0.8339551,0.82665557,0.8221346,0.82236207,0.8240968,0.82833916,0.8204886,0.8340701,0.8350822,0.8265051,0.835038,0.8270957,0.7979809,0.8240986,0.8320328,0.7956602,0.77238196,0.82342553,0.8278212,0.8363975,0.82273436,0.8297775,0.8225912,0.8296923,0.82871264,0.83005476,0.82815444,0.8253728,0.82183015,0.8249774,0.83311284,0.8311579,0.8402356,0.79860175,0.8228634,0.7794746,0.8041616,0.83174765,0.8267863,0.8347809,0.79524297,0.8302076,0.8365075,0.8322651,0.8352409,0.8246485,0.82762563,0.8286448,0.83988553,0.8313249,0.9999847,0.79715395,0.8267504,0.8218811,0.81993,0.8236678,0.8274568,0.76464134,0.83545834,0.82362175,0.8266353,0.83154005,0.8185789,0.8222665,0.82868147,0.82978475
Him_&_I_(with_Halsey)_by_G-Eazy,0.78653574,0.7836143,0.78461796,0.7938153,0.78789294,0.7926636,0.78597355,0.78902805,0.7832632,0.783277,0.79134756,0.7910327,0.7892335,0.7723691,0.7687276,0.78712726,0.7806631,0.787123,0.79320014,0.78547454,0.8021991,0.7964924,0.7917545,0.78729016,0.7809886,0.7830039,0.7862841,0.78609735,0.78357995,0.7910721,0.7893151,0.7871939,0.7956781,0.78744674,0.76043564,0.78994024,0.7913452,0.78334445,0.78437495,0.794894,0.7895423,0.7889298,0.7966053,0.7868413,0.78265905,0.7852088,0.7853958,0.7826206,0.79407364,0.7909907,0.78379524,0.7946291,0.77960926,0.7817794,0.7871874,0.77593994,0.79127073,0.7906906,0.7872012,0.7830101,0.7893058,0.7945187,0.7878388,0.7840431,0.7869761,0.78651947,0.77802426,0.7893275,0.772871,0.79129493,0.78322905,0.79435885,0.7867549,0.7824299,0.78670657,0.78404695,0.78817624,0.80245954,0.78856194,0.79130524,0.7811283,0.78122854,0.7877641,0.7824469,0.7813448,0.7886921,0.7901616,0.7930899,0.7877199,0.7823172,0.7910478,0.7842212,0.79882544,0.7900104,0.76476896,0.77932733,0.7855658,0.7890321,0.7816659,0.786914,0.77871215,0.7846333,0.79482806,0.79159945,0.78500116,0.7836192,0.7806869,0.7810864,0.7931015,0.7880878,0.7954796,0.7897769,0.78338313,0.76706225,0.7901172,0.7880689,0.7827222,0.7897049,0.7913239,0.7878897,0.7925235,0.7901934,0.79289263,0.79004645,0.7860353,0.7857681,0.7947804,0.79870194,0.79715395,0.9999977,0.7914141,0.7792959,0.77493703,0.78581625,0.7840779,0.7594167,0.79065585,0.7859348,0.7912787,0.7874932,0.78239757,0.7831368,0.7831474,0.78280604
Hold_Onto_My_Fur_by_The_Kiffness,0.8360795,0.86452776,0.9049449,0.7972827,0.8386212,0.85785025,0.8491603,0.8849276,0.87301797,0.82705504,0.9999307,0.81204957,0.9158398,0.7731052,0.785282,0.8940822,0.8677585,0.8809926,0.83716416,0.84479725,0.8043063,0.8589999,0.8187914,0.8821519,0.8817971,0.8350747,0.8944296,0.8888355,0.9155117,0.8264374,0.83534324,0.8913437,0.8393977,0.89564407,0.778819,0.8910196,0.9999373,0.8439203,0.8899417,0.8117305,0.83948946,0.8564672,0.80023,0.86977214,0.84394276,0.89798295,0.9029712,0.86843914,0.83930475,0.8657714,0.8659223,0.84887516,0.82838964,0.8690625,0.808803,0.88002014,0.8630431,0.8178448,0.89665735,0.8462853,0.82150894,0.810053,0.8486888,0.876332,0.82900584,0.8661656,0.8485797,0.84940803,0.85780215,0.9999143,0.85233945,0.8055819,0.85509646,0.83372575,0.89944494,0.89177877,0.90409476,0.8073625,0.8447742,0.99991417,0.875725,0.8908955,0.9169754,0.83492935,0.89318216,0.82678854,0.84577715,0.80088437,0.82209057,0.8571086,0.8005214,0.88154155,0.8376352,0.7978534,0.7991334,0.85806423,0.8124119,0.8381441,0.86954045,0.8812076,0.87657243,0.8486479,0.82231164,0.80873454,0.86710846,0.86191314,0.8844831,0.8677736,0.80805814,0.8363337,0.8532143,0.78497237,0.884105,0.77790093,0.79071444,0.8786412,0.84529483,0.82914734,0.795221,0.8543588,0.86927074,0.866915,0.89515,0.7998439,0.86925006,0.86466664,0.85687035,0.807957,0.8267504,0.7914141,0.99996424,0.869439,0.85563165,0.8958454,0.8544939,0.76939255,0.818789,0.88820225,0.9999037,0.8491932,0.9065809,0.882938,0.8374387,0.8406579
Holocaust_of_Giants_by_Rasputina,0.85404485,0.8714527,0.89136964,0.78279805,0.854545,0.85177666,0.7812514,0.90211684,0.8955653,0.84735584,0.86938614,0.8241765,0.89219314,0.7602156,0.7524558,0.89837617,0.883184,0.901954,0.8448578,0.86196953,0.7925513,0.8461055,0.82506436,0.90115064,0.8982571,0.85150903,0.8980002,0.8992408,0.8895753,0.8253021,0.84634405,0.89991117,0.84230626,0.89674085,0.7601797,0.8999442,0.86939067,0.8432656,0.89743155,0.8143953,0.8449052,0.8678037,0.793746,0.8929485,0.860268,0.896863,0.8929565,0.89555943,0.8319246,0.87484103,0.88602453,0.83971983,0.84614384,0.8950994,0.7657135,0.8956716,0.87063605,0.8108738,0.89820486,0.8699413,0.8343716,0.8099488,0.85240906,0.899342,0.84563595,0.8075821,0.87156105,0.8621107,0.8847121,0.86935306,0.8763614,0.80661595,0.86675906,0.81963813,0.8971988,0.89549804,0.89551175,0.7952177,0.85079515,0.8693573,0.89945495,0.8940997,0.8909577,0.85258865,0.8956483,0.83919585,0.8522445,0.8039598,0.8332762,0.8806374,0.7736872,0.900124,0.81487745,0.78223896,0.76232606,0.882414,0.81404597,0.84252846,0.89378226,0.8933953,0.8984777,0.86027503,0.81139284,0.8114815,0.88085896,0.88006395,0.8970802,0.89097977,0.8156444,0.84948605,0.861532,0.7788436,0.9001851,0.7655123,0.788719,0.88329065,0.8657849,0.84069735,0.78330165,0.88061863,0.8579444,0.8920873,0.89316374,0.8030174,0.89457226,0.8756236,0.8639798,0.8095809,0.8218811,0.7792959,0.869439,1.0000123,0.8797113,0.89782387,0.8818023,0.74389863,0.8320059,0.8982063,0.86933947,0.86079407,0.8898197,0.8995808,0.84304625,0.8464146
Home_by_AlicebanD,0.8531586,0.87346184,0.86890227,0.77868783,0.8521846,0.8501723,0.7788828,0.88284236,0.8843015,0.844365,0.85557836,0.82035476,0.8730122,0.75365627,0.7504752,0.87663835,0.8823372,0.88283014,0.8410993,0.86155975,0.78992474,0.84480184,0.82346106,0.880505,0.88102955,0.85096914,0.87906986,0.8768936,0.8692324,0.82171035,0.8435415,0.8789329,0.8388601,0.8776081,0.7554973,0.87969416,0.85557944,0.843313,0.8764838,0.8114149,0.8445258,0.8708353,0.7910553,0.8855814,0.8599931,0.8793283,0.8723867,0.88251734,0.83021027,0.87495697,0.88344187,0.8408004,0.846203,0.88411963,0.7629448,0.8733755,0.87106156,0.8058569,0.8780777,0.86739534,0.8311954,0.80303025,0.8542849,0.88116956,0.8449097,0.7998114,0.87124276,0.86280215,0.8793592,0.85554063,0.8789751,0.8030362,0.8651073,0.81718165,0.87539595,0.87423766,0.8760828,0.791813,0.8503194,0.85554636,0.8796745,0.87657964,0.87113893,0.8521497,0.87470007,0.8377219,0.8518913,0.80087984,0.83095336,0.88094044,0.77015907,0.88047594,0.81293666,0.7742771,0.74829525,0.8849035,0.809244,0.8466666,0.88301283,0.88476115,0.88147616,0.8576369,0.8062287,0.8074434,0.88143086,0.8777983,0.87608397,0.8842027,0.8102032,0.8482381,0.85972756,0.7770551,0.877642,0.7605885,0.78343594,0.8842398,0.86648905,0.83985466,0.7753389,0.88175935,0.85270077,0.88783187,0.88429046,0.7999993,0.8831046,0.8750821,0.86456716,0.8071643,0.81993,0.77493703,0.85563165,0.8797113,1.0000118,0.8750345,0.88015956,0.73620147,0.82794,0.87723565,0.855526,0.8621079,0.8679964,0.87737256,0.8423193,0.84800744
Honestly_by_Bantams,0.8529013,0.86885905,0.9197245,0.7854947,0.8535355,0.85376513,0.7929131,0.90871537,0.89091253,0.84573513,0.89581347,0.82351804,0.9195949,0.7661348,0.7594624,0.92024094,0.8851117,0.90063435,0.8468475,0.86141825,0.79535437,0.8486672,0.8269982,0.90856147,0.8985957,0.8508864,0.901739,0.9188542,0.9166228,0.8279876,0.8463634,0.90539396,0.8437897,0.9222508,0.76618654,0.90541536,0.8958248,0.84450936,0.91735786,0.81589466,0.8469107,0.86680627,0.7955596,0.89133114,0.85907423,0.9175462,0.9216947,0.8902526,0.83700126,0.874872,0.8822152,0.84065866,0.8446776,0.89046377,0.76991314,0.9101443,0.87041867,0.81386137,0.9111464,0.8699078,0.8352304,0.81182253,0.85330856,0.8960301,0.8457039,0.8177215,0.8688874,0.86467046,0.88096905,0.8958278,0.8718892,0.8103205,0.8655351,0.82420915,0.9161089,0.9180073,0.91196334,0.80362165,0.8518746,0.89581794,0.901172,0.91665643,0.91819996,0.85090023,0.9154169,0.8392758,0.85279155,0.80742,0.83290607,0.8773,0.78203166,0.8988155,0.8251433,0.7894601,0.7804118,0.87891936,0.81683844,0.842173,0.8904074,0.8901784,0.8944568,0.85931087,0.81501305,0.81411564,0.8791029,0.8781769,0.9120213,0.88630366,0.8158439,0.8494466,0.8619863,0.7843407,0.90958416,0.7702245,0.79055333,0.881725,0.86362183,0.841609,0.7867115,0.8761407,0.8580958,0.88950837,0.89621985,0.8050662,0.8901786,0.8781739,0.8655395,0.81122184,0.8236678,0.78581625,0.8958454,0.89782387,0.8750345,1.000014,0.87813073,0.7536309,0.8315351,0.9186661,0.8958013,0.8600546,0.91843003,0.910908,0.8432317,0.84583133
Honey_I'm_Home_by_Destroy_Boys,0.8601355,0.8756516,0.87413013,0.78691673,0.86057633,0.8561778,0.7883169,0.8835165,0.88454086,0.8535799,0.8544399,0.8290622,0.87393576,0.7670546,0.7588649,0.8787608,0.8825761,0.8837758,0.85134417,0.86949825,0.7981816,0.8480355,0.83100426,0.883152,0.8775164,0.8578136,0.8795799,0.88107777,0.87059456,0.8297306,0.853837,0.8813867,0.8455372,0.87779844,0.76321316,0.88259685,0.8544439,0.8500338,0.87850386,0.81994784,0.8506891,0.87454385,0.79861414,0.8884339,0.8672505,0.8781982,0.87494475,0.8835318,0.8367187,0.88055986,0.8879292,0.84741485,0.8528463,0.88538396,0.77046263,0.87607986,0.87595814,0.81594956,0.8795979,0.87656176,0.84131026,0.81107694,0.860186,0.88180244,0.8541875,0.8059473,0.87808466,0.8685189,0.88070107,0.8544048,0.8834117,0.81211674,0.8725623,0.8265371,0.8781455,0.8774703,0.8786602,0.80158484,0.8560389,0.854409,0.8807898,0.87547326,0.8725975,0.8574573,0.8753507,0.84641474,0.85759956,0.8113576,0.8395471,0.8836402,0.7786297,0.8801675,0.82062143,0.78657895,0.75942266,0.8842505,0.82027376,0.8488169,0.88427603,0.88457274,0.88011324,0.86628217,0.8124187,0.81708425,0.88574797,0.883363,0.8770359,0.88285094,0.8177508,0.8565003,0.8657025,0.78549033,0.8800152,0.76861185,0.7918624,0.8855306,0.8713678,0.8468424,0.78362685,0.8884412,0.859556,0.89030266,0.8837275,0.8090265,0.8860524,0.8799006,0.8719518,0.8159733,0.8274568,0.7840779,0.8544939,0.8818023,0.88015956,0.87813073,1.0000042,0.7492013,0.83780986,0.87974894,0.85439044,0.8671155,0.8720807,0.880826,0.8474983,0.85168004
Hustle_Rose_by_Metric,0.75016105,0.7489779,0.7510675,0.77058357,0.75171405,0.76211774,0.7883308,0.7546077,0.749258,0.74593556,0.76932395,0.7570164,0.75823635,0.76806855,0.77299803,0.75599575,0.74508846,0.7520591,0.75840265,0.7501763,0.7776477,0.76558685,0.7570182,0.7532762,0.74510866,0.7450597,0.7545211,0.7549049,0.75008875,0.75372815,0.75381386,0.7547625,0.76135105,0.7550127,0.7665029,0.755741,0.7693237,0.74598634,0.75157225,0.76109314,0.7544015,0.7546767,0.7704249,0.7510287,0.74476594,0.75277126,0.75291884,0.7470473,0.76193964,0.7546928,0.74955136,0.7620349,0.74169606,0.74704975,0.76731056,0.7416469,0.75686187,0.7578019,0.75432354,0.7455716,0.7562238,0.7617779,0.7498519,0.7514167,0.749999,0.7815963,0.73913807,0.7541014,0.7347733,0.7692695,0.7458059,0.7638544,0.74864036,0.74890554,0.75422776,0.7500009,0.75873077,0.7731174,0.7553165,0.7692807,0.74509645,0.74745625,0.75458765,0.74542606,0.74723226,0.75404567,0.7535741,0.7618374,0.75167567,0.745977,0.78597444,0.74830866,0.76815367,0.7709467,0.7763783,0.74251294,0.7484415,0.75241977,0.74647343,0.7544792,0.74261427,0.7484916,0.7644225,0.75957316,0.7487749,0.7449523,0.747728,0.7467533,0.759961,0.75222826,0.76159805,0.75663644,0.74814534,0.7712802,0.76213896,0.754791,0.7438914,0.7519693,0.7722396,0.7519266,0.7614891,0.755427,0.76292896,0.75558865,0.7516954,0.7519792,0.7607624,0.76722723,0.76464134,0.7594167,0.76939255,0.74389863,0.73620147,0.7536309,0.7492013,0.99999464,0.75773066,0.75184184,0.7692569,0.7505601,0.74866486,0.7494634,0.74575585,0.74754953
